date,YYYYMMDD,Ekurhuleni	Cases,Ekurhuleni	Recoveries,Ekurhuleni	Deaths,Ekurhuleni East 1	Cases,Ekurhuleni East 2	Cases,Ekurhuleni North 1	Cases,Ekurhuleni North 2	Cases,Ekurhuleni South 1	Cases,Ekurhuleni South 2	Cases,Ekurhuleni Unallocated	Cases,Ekurhuleni	Deaths,Ekurhuleni East 1	Recoveries,Ekurhuleni East 2	Recoveries,Ekurhuleni North 1	Recoveries,Ekurhuleni North 2	Recoveries,Ekurhuleni South 1	Recoveries,Ekurhuleni South 2	Recoveries,Ekurhuleni Unallocated	Recoveries,source,Comment
2020-09-28,2020-09-28,49246,48046,847,6139,5478,9688,11945,11158,4777,61,847,6035,5285,9460,11588,11015,4594,69,https://twitter.com/GautengHealth/status/1310939301211971591/,
2020-09-29,2020-09-29,49284,48106,850,6140,5481,9692,11965,11165,4780,61,850,6037,5295,9476,11608,11025,4596,69,https://twitter.com/GautengHealth/status/1311243671816359936/,
2020-09-30,2020-09-30,49347,48132,852,6143,5489,9706,11987,11180,4781,61,852,6037,5298,9483,11622,11027,4596,69,https://twitter.com/GautengHealth/status/1311673093262372864/,
2020-10-01,2020-10-01,49416,48147,853,6145,5492,9713,12021,11201,4783,61,853,6038,5299,9486,11630,11028,4597,69,https://twitter.com/GautengHealth/status/1312040199069859840/,
2020-10-02,2020-10-02,49477,48174,853,6157,5500,9722,12042,11212,4783,61,853,6041,5301,9492,11640,11033,4598,69,GDOH Media Release 3 October 2020,
2020-10-03,2020-10-03,49533,48260,853,6159,5504,9736,12062,11229,4783,60,853,6047,5312,9507,11678,11048,4599,69,GDOH Media Release 4 October 2020,
2020-10-04,2020-10-04,49568,48338,888,6160,5507,9743,12078,11236,4784,60,888,6051,5321,9523,11716,11056,4602,69,GDOH Media Release 5 October 2020,
2020-10-05,2020-10-05,49597,48361,888,6161,5508,9752,12088,11243,4785,60,888,6058,5322,9521,11723,11064,4604,69,GDOH Media Release 6 October 2020,
2020-10-06,2020-10-06,49647,48417,903,6166,5515,9762,12107,11251,4786,60,903,6060,5325,9531,11744,11083,4605,69,GDOH Media Release 7 October 2020,
2020-10-07,2020-10-07,49718,48472,922,6171,5520,9773,12142,11261,4791,60,922,6062,5330,9546,11761,11097,4607,69,GDOH Media Release 8 October 2020,
2020-10-08,2020-10-08,49779,48483,931,6178,5522,9785,12169,11274,4791,60,931,6062,5331,9550,11768,11095,4608,69,GDOH Media Release 9 October 2020,
2020-10-09,2020-10-09,49839,48546,950,6181,5525,9798,12196,11283,4796,60,950,6061,5339,9561,11801,11105,4610,69,GDOH Media Release 10 October 2020,
2020-10-10,2020-10-10,49910,48586,978,6187,5530,9811,12218,11303,4801,60,978,6053,5342,9572,11821,11118,4611,69,GDOH Media Release 11 October 2020,
2020-10-11,2020-10-11,49942,48616,978,6190,5531,9818,12229,11312,4802,60,978,6055,5349,9578,11829,11125,4611,69,https://twitter.com/GautengHealth/status/1315678871690383360,
2020-10-12,2020-10-12,49974,48645,978,6191,5538,9825,12239,11319,4802,60,978,6057,5352,9583,11837,11135,4612,69,https://twitter.com/GautengHealth/status/1315997840037097473/,
2020-10-13,2020-10-13,50028,48677,1007,6195,5550,9836,12250,11334,4803,60,1007,6054,5356,9593,11856,11135,4614,69,https://twitter.com/GautengHealth/status/1316370462943969282,
2020-10-14,2020-10-14,50113,48702,1040,6196,5543,9838,12280,11337,4805,114,1040,6055,5357,9597,11871,11140,4613,69,https://twitter.com/GautengHealth/status/1317438574954991618,
2020-10-15,2020-10-15,50157,48761,1107,6202,5546,9846,12297,11343,4809,114,1107,6051,5362,9607,11902,11158,4612,69,https://twitter.com/GautengHealth/status/1317074967650062336,
2020-10-16,2020-10-16,50209,48832,1107,6206,5550,9860,12314,11353,4812,114,1107,6061,5367,9622,11930,11168,4615,69,https://twitter.com/GautengHealth/status/1317438574954991618/,
2020-10-17,2020-10-17,50258,48849,1121,6208,5552,9878,12326,11366,4814,114,1121,6058,5371,9627,11942,11167,4615,69,GDOH Medial Release18 October 2020,
2020-10-18,2020-10-18,50307,48922,1121,6215,5560,9892,12341,11370,4815,114,1121,6065,5375,9644,11971,11181,4617,69,https://twitter.com/GautengHealth/status/1318191574967291910,Sedibeng deaths corrected later
2020-10-19,2020-10-19,50341,48988,1122,6217,5561,9898,12360,11376,4815,114,1122,6071,5378,9655,11994,11197,4624,69,https://twitter.com/GautengHealth/status/1318538596085866501,
2020-10-20,2020-10-20,50371,49030,1171,6219,5568,9900,12369,11385,4816,114,1171,6074,5382,9668,12007,11205,4625,69,https://twitter.com/GautengHealth/status/1318885765934403584,
2020-10-21,2020-10-21,50443,49056,1172,6224,5572,9913,12393,11410,4817,114,1172,6074,5386,9679,12015,11208,4625,69,https://twitter.com/GautengHealth/status/1319218778018893825,
2020-10-22,2020-10-22,50501,49072,1183,6232,5578,9923,12410,11424,4820,114,1183,6076,5396,9679,12017,11210,4625,69,https://twitter.com/GautengHealth/status/1319658918226874369,
2020-10-23,2020-10-23,50552,49155,1183,6237,5580,9927,12432,11438,4824,114,1183,6081,5400,9697,12048,11232,4628,69,GDOH Media Release 24 October 2020,
2020-10-24,2020-10-24,50595,49217,1184,6240,5584,9931,12455,11447,4824,114,1184,6087,5404,9707,12073,11244,4633,69,GDOH Media Release 25 October 2020,
2020-10-25,2020-10-25,50636,49259,1184,6243,5586,9939,12472,11453,4829,114,1184,6090,5409,9718,12088,11250,4635,69,GDOH Media Release 26 October 2020,
2020-10-26,2020-10-26,50654,49318,1184,6247,5587,9941,12477,11458,4830,114,1184,6092,5411,9735,12114,11261,4636,69,GDOH Media Release 27 October 2020,
2020-10-27,2020-10-27,50684,49370,1186,6250,5589,9946,12484,11469,4832,114,1186,6097,5416,9752,12129,11269,4638,69,https://twitter.com/GautengHealth/status/1321407153715007490,
2020-10-28,2020-10-28,50744,49389,1187,6254,5598,9959,12498,11481,4840,114,1187,6100,5418,9757,12135,11271,4639,69,GDOH Media Release 29 October 2020,
2020-10-29,2020-10-29,50793,49400,1187,6258,5602,9971,12512,11495,4841,114,1187,6100,5422,9757,12139,11274,4639,69,https://twitter.com/GautengHealth/status/1322161165833744391/photo/1,
2020-10-30,2020-10-30,50858,49462,1187,6264,5606,9981,12539,11504,4850,114,1187,6105,5429,9768,12157,11295,4639,69,GDOH Media Release 31 October 2020,
2020-10-31,2020-10-31,50947,49527,1187,6268,5612,9997,12572,11522,4862,114,1187,6113,5431,9778,12181,11313,4642,69,https://twitter.com/GautengHealth/status/1322910039494053895/,
2020-11-01,2020-11-01,50984,49585,1187,6271,5616,10008,12579,11531,4865,114,1187,6123,5439,9784,12211,11330,4647,51,https://twitter.com/GautengHealth/status/1323265297630023680,
2020-11-02,2020-11-02,51004,49635,1187,6271,5617,10013,12586,11538,4865,114,1187,6125,5443,9788,12235,11346,4647,51,GDOH Media Release 3 November 2020,
2020-11-03,2020-11-03,51043,49680,1187,6276,5620,10018,12605,11544,4866,114,1187,6129,5445,9795,12257,11350,4653,51,GDOH Media Release 4 November 2020,
2020-11-04,2020-11-04,51098,49700,1192,6280,5625,10030,12621,11556,4872,114,1192,6130,5447,9798,12265,11355,4654,51,GDOH Media Release 5 November 2020,
2020-11-05,2020-11-05,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-5-nov-2020,No GDOH Release due to data  harmonisation
2020-11-06,2020-11-06,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-6-nov-2020,No GDOH Release due to data  harmonisation
2020-11-07,2020-11-07,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-7-nov-2020/,No GDOH Release due to data  harmonisation
2020-11-08,2020-11-08,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-8-nov-2020/,No GDOH Release due to data  harmonisation
2020-11-09,2020-11-09,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-9-nov-2020/,No GDOH Release due to data  harmonisation
2020-11-10,2020-11-10,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-10-nov-2020/,No GDOH Release due to data  harmonisation
2020-11-11,2020-11-11,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-11-nov-2020/,No GDOH Release
2020-11-12,2020-11-12,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-12-nov-2020/,No GDOH Release
2020-11-13,2020-11-13,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-13-nov-2020/,No GDOH Release
2020-11-14,2020-11-14,,,,,,,,,,,,,,,,,,,https://www.nicd.ac.za/latest-confirmed-cases-of-covid-19-in-south-africa-14-nov-2020/,No GDOH Release
2020-11-15,2020-11-15,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-16,2020-11-16,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-17,2020-11-17,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-18,2020-11-18,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-19,2020-11-19,52070,50413,1213,,,,,,,,1213,,,,,,,,https://twitter.com/GautengHealth/status/1331479716696649729/,Partial data release only
2020-11-20,2020-11-20,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-21,2020-11-21,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-22,2020-11-22,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-23,2020-11-23,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-24,2020-11-24,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-25,2020-11-25,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-26,2020-11-26,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-27,2020-11-27,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-28,2020-11-28,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-29,2020-11-29,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-11-30,2020-11-30,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-01,2020-12-01,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-02,2020-12-02,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-03,2020-12-03,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-04,2020-12-04,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-05,2020-12-05,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-06,2020-12-06,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-07,2020-12-07,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-08,2020-12-08,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-09,2020-12-09,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-10,2020-12-10,,,,,,,,,,,,,,,,,,,,No GDOH Release
2020-12-11,2020-12-11,53753,51274,1239,6468,5862,10589,13737,12130,4937,30,1239,6242,5578,10071,12970,11680,4704,29,https://twitter.com/GautengHealth/status/1337796837726695424,GDOH Release resumes
2020-12-12,2020-12-12,53986,51367,1241,6498,5878,10634,13803,12201,4942,30,1241,6244,5583,10097,13006,11700,4708,29,GDOH Press Releae 13 December,
2020-12-13,2020-12-13,54184,51428,1241,6508,5890,10686,13872,12253,4945,30,1241,6247,5588,10117,13026,11711,4709,30,https://twitter.com/GautengHealth/status/1338506820252553223,Off by one error in Tshwane Recoveries
2020-12-14,2020-12-14,54312,51513,1242,6515,5897,10716,13924,12280,4950,30,1242,6253,5596,10138,13058,11726,4712,30,https://twitter.com/GautengHealth/status/1338835023382933505,
2020-12-15,2020-12-15,54537,51688,1243,6526,5908,10777,14002,12336,4958,30,1243,6274,5616,10183,13104,11761,4720,30,https://twitter.com/GautengHealth/status/1339189660292182016,
2020-12-16,2020-12-16,54868,51685,1246,6551,5934,10869,14114,12395,4975,30,1246,6274,5615,10183,13104,11759,4720,30,https://twitter.com/GautengHealth/status/1339510719818162177,
2020-12-17,2020-12-17,55172,51774,1251,6569,5953,10940,14245,12450,4985,30,1251,6277,5622,10208,13141,11775,4721,30,https://twitter.com/GautengHealth/status/1339960857925660677,
2020-12-18,2020-12-18,55421,51866,1256,6583,5964,11011,14336,12495,5002,30,1256,6280,5631,10229,13192,11778,4726,30,GDOH Media Release 19 December,
2020-12-19,2020-12-19,55844,52075,1259,6604,5985,11123,14488,12590,5024,30,1259,6290,5641,10273,13274,11833,4734,30,https://twitter.com/GautengHealth/status/1340628219859447809,
2020-12-20,2020-12-20,56150,52285,1259,6628,5995,11171,14615,12666,5045,30,1259,6305,5645,10318,13374,11874,4739,30,https://twitter.com/GautengHealth/status/1341063376944939012,
2020-12-21,2020-12-21,56483,52491,1265,6668,6012,11246,14737,12734,5056,30,1265,6313,5657,10356,13471,11917,4747,30,GDOH Media Release 22 December 2020,
2020-12-22,2020-12-22,56758,52728,1267,6685,6036,11328,14849,12770,5060,30,1267,6343,5672,10404,13540,11987,4752,30,GDOH Media Release 21 December 2020,
2020-12-23,2020-12-23,57342,52971,1279,6738,6078,11450,15058,12898,5090,30,1279,6362,5685,10478,13617,12046,4753,30,GDOH Media Release 22 December 2020,
2020-12-24,2020-12-24,57855,53106,1282,6779,6108,11592,15229,13000,5117,30,1282,6369,5692,10510,13672,12074,4759,30,GDOH Media Release 23 December 2020,
2020-12-25,2020-12-25,58526,53312,1282,6844,6158,11747,15446,13159,5142,30,1282,6379,5704,10562,13743,12129,4765,30,GDOH Media Release 26 December 2020,
2020-12-26,2020-12-26,58979,53633,1289,6871,6198,11866,15579,13269,5166,30,1289,6404,5729,10651,13853,12187,4779,30,GDOH Media Release 27 December 2020,
2020-12-27,2020-12-27,59321,53943,1289,6898,6218,11929,15732,13328,5186,30,1289,6422,5750,10720,13989,12242,4790,30,GDOH Media Release 28 December 2020,
2020-12-28,2020-12-28,59766,54185,1290,6944,6257,11992,15937,13404,5202,30,1290,6434,5757,10797,14073,12287,4807,30,GDOH Media Release 29 December 2020,
2020-12-29,2020-12-29,60241,54607,1297,6970,6291,12148,16133,13459,5210,30,1297,6455,5778,10912,14227,12378,4827,30,GDOH Media Release 30 December 2020,
2020-12-30,2020-12-30,60994,54913,1299,7054,6339,12305,16423,13611,5232,30,1299,6483,5788,10956,14356,12454,4846,30,GDOH Media Release31 December 2020,
2020-12-31,2020-12-31,61851,55219,1321,7139,6388,12488,16776,13758,5272,30,1321,6528,5817,11031,14455,12502,4856,30,GDOH Media Release 1 January 2021,
2021-01-01,2021-01-01,62619,55449,1328,7211,6446,12670,17024,13934,5304,30,1328,6531,5827,11105,14559,12537,4860,30,GDOH Media Release 2 January 2021,
2021-01-02,2021-01-02,63315,55995,1329,7284,6510,12796,17242,14104,5349,30,1329,6577,5868,11214,14764,12655,4887,30,GDOH Media Release 3 January 2021,
2021-01-03,2021-01-03,63697,56500,1336,7334,6553,12856,17383,14175,5366,30,1336,6616,5897,11354,14933,12755,4915,30,GDOH Media Release 4 January 2021,
2021-01-04,2021-01-04,64239,57180,1345,7382,6590,12993,17555,14289,5400,30,1345,6684,5948,11510,15157,12912,4939,30,GDOH Media Release 5 January 2021,
2021-01-05,2021-01-05,64824,57629,1374,7418,6624,13163,17789,14375,5425,30,1374,6712,5989,11633,15285,13017,4963,30,GDOH Media Release 6 January 2021,
2021-01-06,2021-01-06,65986,57941,1386,7515,6739,13443,18152,14617,5490,30,1386,6738,6005,11693,15438,13061,4976,30,https://twitter.com/GautengHealth/status/1347134687576256512,
2021-01-07,2021-01-07,67243,58369,1407,7624,6879,13707,18490,14943,5570,30,1407,6785,6045,11751,15646,13138,4974,30,https://twitter.com/GautengHealth/status/1347502071390621700,
2021-01-08,2021-01-08,68814,58868,1430,7798,7049,14022,18946,15297,5672,30,1430,6814,6077,11900,15860,13205,4982,30,https://twitter.com/GautengHealth/status/1347854800571035648,
2021-01-09,2021-01-09,70117,59620,1436,7967,7206,14344,19303,15534,5733,30,1436,6897,6124,12054,16154,13357,5004,30,GDOH Media Release 10 January 2021,
2021-01-10,2021-01-10,71235,60484,1451,8116,7320,14578,19597,15775,5819,30,1451,6984,6172,12247,16505,13505,5041,30,https://twitter.com/GautengHealth/status/1348198152600432643,
2021-01-11,2021-01-11,72157,61314,1451,8215,7405,14796,19835,15986,5890,30,1451,7067,6237,12440,16777,13690,5073,30,https://twitter.com/GautengHealth/status/1349006151761977352,
2021-01-12,2021-01-12,72956,61941,1481,8334,7504,14962,20053,16145,5928,30,1481,7131,6295,12545,16985,13843,5112,30,GDOH Media Release 13 January 2020,
2021-01-13,2021-01-13,73874,62303,1496,8426,7602,15132,20320,16357,6007,30,1496,7181,6336,12597,17125,13907,5127,30,https://twitter.com/GautengHealth/status/1349715260756910083,
2021-01-14,2021-01-14,74767,62844,1537,8514,7681,15366,20599,16526,6051,30,1537,7232,6372,12718,17303,14032,5157,30,https://twitter.com/GautengHealth/status/1350104394692493316,Apparent discrepancy between provincial and district totals
2021-01-15,2021-01-15,75599,63384,1563,8607,7740,15580,20824,16713,6105,30,1563,7262,6402,12886,17535,14095,5174,30,https://twitter.com/GautengHealth/status/1350465423976763392,
2021-01-16,2021-01-16,76384,64553,1572,8680,7832,15780,21038,16863,6161,30,1572,7365,6519,13163,17897,14340,5239,30,GDOH Media Release,
2021-01-17,2021-01-17,77186,65833,1574,8797,7923,15936,21230,17054,6216,30,1574,7471,6664,13426,18254,14670,5318,30,https://twitter.com/GautengHealth/status/1351162030179426306,
2021-01-18,2021-01-18,77682,67317,1582,8876,7966,16043,21338,17166,6263,30,1582,7642,6836,13743,18658,14996,5412,30,GDOH Media Release,
2021-01-19,2021-01-19,78252,68603,1606,8938,8013,16247,21472,17245,6307,30,1606,7813,6995,14059,19011,15225,5470,30,https://twitter.com/GautengHealth/status/1351875748588642304,
2021-01-20,2021-01-20,79085,69777,1638,9042,8088,16458,21699,17421,6347,30,1638,7973,7119,14324,19308,15466,5557,30,https://twitter.com/GautengHealth/status/1352203793535021058/,
2021-01-21,2021-01-21,79704,70626,1670,9129,8161,16596,21852,17555,6381,30,1670,8058,7197,14519,19536,15665,5621,30,https://twitter.com/GautengHealth/status/1352554346421121026/,
2021-01-22,2021-01-22,80232,71766,1699,9216,8219,16721,21971,17661,6414,30,1699,8238,7347,14768,19818,15875,5697,23,https://twitter.com/GautengHealth/status/1353017562792161281,
2021-01-23,2021-01-23,80829,73030,1737,9252,8284,16881,22149,17777,6456,30,1737,8404,7502,15017,20149,16146,5790,22,https://twitter.com/GautengHealth/status/1353334496922390536,
2021-01-24,2021-01-24,81206,74760,1743,9301,8321,16957,22228,17875,6494,30,1743,8595,7666,15452,20659,16481,5888,19,https://twitter.com/GautengHealth/status/1353656996478779393,
2021-01-25,2021-01-25,81425,75513,1751,9332,8333,17033,22272,17910,6515,30,1751,8696,7723,15642,20843,16635,5955,19,https://twitter.com/GautengHealth/status/1354010296390721536,
2021-01-26,2021-01-26,81643,76262,1785,9359,8353,17078,22347,17954,6522,30,1785,8782,7787,15831,21033,16802,6011,16,https://twitter.com/GautengHealth/status/1354463338831491073,
2021-01-27,2021-01-27,82012,76548,1819,9396,8405,17171,22441,18022,6547,30,1819,8809,7811,15897,21102,16892,6021,16,https://twitter.com/GautengHealth/status/1354758797382864897,
2021-01-28,2021-01-28,82549,76959,1851,9456,8449,17304,22583,18138,6589,30,1851,8836,7842,16004,21245,16974,6042,16,https://twitter.com/GautengHealth/status/1355169029493809152/,
2021-01-29,2021-01-29,82838,77860,1881,9494,8475,17375,22650,18195,6619,30,1881,8941,7923,16189,21495,17171,6125,16,GDOH Media Release 30 January,
2021-01-30,2021-01-30,83031,78505,1886,9511,8493,17427,22708,18227,6635,30,1886,9022,7985,16352,21658,17316,6158,14,https://twitter.com/GautengHealth/status/1356259319814238210/,
2021-01-31,2021-01-31,83271,78951,1915,9539,8537,17472,22746,18294,6653,30,1915,9056,8031,16466,21779,17425,6182,12,GDOH Media Release,
2021-02-01,2021-02-01,83402,79337,1932,9547,8546,17507,22793,18317,6662,30,1932,9081,8064,16589,21888,17493,6211,11,https://twitter.com/GautengHealth/status/1356672642401583106,
2021-02-02,2021-02-02,83546,79668,1961,9554,8556,17539,22852,18352,6663,30,1961,9119,8102,16677,21980,17547,6233,10,https://twitter.com/GautengHealth/status/1356966385990184965/,
2021-02-03,2021-02-03,83772,79819,1998,9582,8584,17579,22908,18414,6675,30,1998,9131,8121,16706,22034,17587,6234,6,https://twitter.com/GautengHealth/status/135735293500975513,
2021-02-04,2021-02-04,83961,79928,2020,9604,8606,17633,22952,18454,6682,30,2020,9144,8127,16741,22072,17609,6229,6,https://twitter.com/GautengHealth/status/1357639628765999104,
2021-02-05,2021-02-05,84227,80282,2037,9641,8636,17668,23029,18531,6692,30,2037,9184,8169,16825,22165,17678,6257,4,GDOH Media Release 6 February 2021,
2021-02-06,2021-02-06,84372,80605,2040,9652,8651,17700,23075,18564,6700,30,2040,9218,8196,16929,22235,17744,6281,2,GDOH Media Release 7 February 2021,
2021-02-07,2021-02-07,84503,80847,2048,9662,8662,17726,23127,18585,6711,30,2048,9251,8234,16978,22294,17789,6300,1,GDOH Media Release 8 February 2021,
2021-02-08,2021-02-08,84573,81065,2058,9673,8668,17738,23155,18598,6711,30,2058,9275,8260,17022,22343,17839,6325,1,https://twitter.com/GautengHealth/status/1358742885785550850/,
2021-02-09,2021-02-09,84705,81240,2081,9679,8673,17761,23235,18615,6712,30,2081,9297,8280,17070,22400,17862,6330,1,https://twitter.com/GautengHealth/status/1359106437679636481/,
2021-02-10,2021-02-10,85111,81541,2102,9718,8714,17869,23332,18709,6739,30,2102,9312,8313,17151,22484,17929,6351,1,https://twitter.com/GautengHealth/status/1359487783946117133,
2021-02-11,2021-02-11,85284,81607,2123,9736,8729,17906,23399,18737,6747,30,2123,9316,8317,17158,22523,17940,6352,1,https://twitter.com/GautengHealth/status/1359761941414227969,
2021-02-12,2021-02-12,85423,81856,2131,9748,8754,17928,23428,18778,6757,30,2131,9340,8348,17213,22580,18012,6362,1,https://twitter.com/GautengHealth/status/1360206635453599745/,
2021-02-13,2021-02-13,85575,81911,2132,9764,8770,17961,23479,18806,6765,30,2132,9345,8356,17226,22591,18030,6363,0,GDOH Media Release14 February 2021,
2021-02-14,2021-02-14,85706,82080,2134,9786,8780,17982,23507,18850,6771,30,2134,9365,8374,17273,22633,18066,6369,0,GDOH Media Release 15February 2021,
2021-02-15,2021-02-15,85763,82445,2135,9791,8791,17997,23521,18860,6773,30,2135,9410,8407,17335,22746,18159,6387,1,GDOH Media Release 16 February 2021,
2021-02-16,2021-02-16,85843,82566,2147,9798,8798,18011,23555,18878,6773,30,2147,9422,8424,17354,22788,18178,6399,1,GDOH Media Release17 February 2021,
2021-02-17,2021-02-17,85999,82654,2153,9819,8825,18034,23596,18917,6778,30,2153,9430,8427,17372,22840,18190,6394,1,GDOH Media Release 18 February 2021,
2021-02-18,2021-02-18,86117,82722,2158,9832,8839,18061,23620,18949,6786,30,2158,9435,8432,17387,22874,18199,6394,1,GDOH Media Release 19 February 2021,
2021-02-19,2021-02-19,86223,82927,2162,9842,8857,18078,23651,18976,6789,30,2162,9450,8453,17432,22942,18252,6397,1,GDOH Media Release 20 February 2021,
2021-02-20,2021-02-20,86345,83108,2167,9855,8882,18102,23689,18997,6790,30,2167,9469,8466,17471,23006,18289,6406,1,GDOH Media Release 21 February 2021,
2021-02-21,2021-02-21,86411,83247,2168,9864,8893,18113,23705,19013,6793,30,2168,9480,8487,17496,23042,18325,6417,0,GDOH Media Release 22 February 2021,
2021-02-22,2021-02-22,86468,83403,2171,9866,8902,18131,23723,19023,6793,30,2171,9498,8504,17526,23085,18362,6427,1,GDOH Media Release 23 February 2021,
2021-02-23,2021-02-23,86532,83525,2174,9870,8908,18148,23747,19035,6794,30,2174,9514,8512,17555,23120,18392,6431,1,GDOH Media Release 24 February 2021,
2021-02-24,2021-02-24,86651,83591,2175,9879,8932,18168,23784,19054,6804,30,2175,9519,8518,17567,23143,18410,6433,1,https://twitter.com/GautengHealth/status/1364880587241185282,
2021-02-25,2021-02-25,86732,83657,2175,9891,8941,18183,23802,19072,6813,30,2175,9527,8521,17579,23175,18421,6433,1,GDOH Media Release,
2021-02-26,2021-02-26,86824,83832,2178,9898,8948,18195,23835,19100,6818,30,2178,9549,8552,17614,23221,18457,6438,1,GDOH Media Release,
2021-02-27,2021-02-27,86824,83896,2178,9898,8948,18195,23835,19100,6818,30,2178,9560,8561,17628,23231,18474,6441,1,GDOH Media Release,Number of cases not updated.
2021-02-28,2021-02-28,86958,84074,2178,9910,8966,18222,23873,19135,6822,30,2178,9575,8589,17659,23284,18517,6449,1,GDOH Media Release,
2021-03-01,2021-03-01,86987,84176,2180,9912,8972,18229,23883,19138,6823,30,2180,9584,8608,17675,23316,18540,6452,1,GDOH Media Release,
2021-03-02,2021-03-02,87051,84253,2191,9916,8982,18240,23909,19149,6825,30,2191,9593,8621,17693,23333,18559,6453,1,GDOH Media Release,
2021-03-03,2021-03-03,87148,84402,2197,9926,8994,18255,23944,19173,6826,30,2197,9603,8639,17716,23394,18594,6455,1,GDOH Media Release,
2021-03-04,2021-03-04,87219,84394,2205,9935,9001,18273,23965,19187,6828,30,2205,9598,8642,17722,23380,18599,6452,1,GDOH Media Release,
2021-03-05,2021-03-05,87289,84380,2209,9939,9015,18289,23984,19200,6832,30,2209,9589,8628,17716,23377,18616,6453,1,GDOH Media Release,
2021-03-06,2021-03-06,87358,84445,2216,9954,9024,18304,24002,19208,6836,30,2216,9596,8649,17735,23407,18595,6463,0,GDOH Media Release,
2021-03-07,2021-03-07,87408,84532,2218,9956,9034,18315,24016,19221,6836,30,2218,9607,8659,17751,23431,18613,6471,0,GDOH Media Release,
2021-03-08,2021-03-08,87454,84621,2218,9957,9038,18329,24035,19226,6839,30,2218,9615,8665,17763,23461,18641,6476,0,GDOH Media Release,
2021-03-09,2021-03-09,87516,84687,2220,9961,9044,18340,24054,19245,6842,30,2220,9626,8672,17776,23478,18658,6477,0,GDOH Media Release,
2021-03-10,2021-03-10,87624,84737,2249,9968,9066,18361,24076,19272,6851,30,2249,9622,8680,17786,23501,18671,6477,0,GDOH Media Release,
2021-03-11,2021-03-11,87721,84793,2262,9983,9080,18379,24101,19294,6854,30,2262,9626,8694,17796,23522,18676,6479,0,GDOH Media Release,
2021-03-12,2021-03-12,87784,84882,2266,9988,9088,18400,24121,19303,6854,30,2266,9637,8708,17808,23554,18696,6479,0,GDOH Media Release,
2021-03-13,2021-03-13,87866,84969,2266,10001,9098,18419,24144,19316,6858,30,2266,9645,8718,17829,23575,18721,6481,0,GDOH Media Release,
2021-03-14,2021-03-14,87920,85049,2266,10005,9105,18431,24162,19324,6863,30,2266,9651,8730,17850,23599,18733,6486,0,GDOH Media Release,
2021-03-15,2021-03-15,87958,85115,2271,10009,9109,18437,24174,19334,6865,30,2271,9659,8738,17869,23618,18741,6490,0,GDOH Media Release,
2021-03-16,2021-03-16,88015,85179,2284,10014,9111,18449,24201,19343,6867,30,2284,9664,8747,17883,23631,18758,6495,1,GDOH Media Release,
2021-03-17,2021-03-17,88103,85193,2318,10026,9124,18462,24228,19360,6873,30,2318,9666,8751,17860,23650,18767,6498,1,GDOH Media Release,
